objid,ra,dec,u,g,r,i,z,run,camcol,field,specObjID
1237661416065401581,213.506385535676,52.751496858056,22.17954,21.91693,21.02094,20.76185,21.08599,3712,1,201,0
1237661416065401592,213.493929761145,52.7149218238289,23.26419,22.43737,20.52427,19.98428,20.29659,3712,1,201,0
1237661416065401674,213.619052544827,52.7576525598826,24.12589,23.98206,21.58128,21.03702,20.84834,3712,1,201,0
1237661416065401786,213.420675423761,52.7883982248831,22.5995,22.61387,21.84912,21.36551,21.03186,3712,1,201,0
1237661416065466446,213.824670678691,52.6719582813166,22.66098,20.31241,18.66638,18.03373,19.57545,3712,1,202,0
1237661416065466453,213.823917780587,52.6725453312758,24.26445,20.90537,20.15109,18.342,21.70833,3712,1,202,0
1237661416065466540,213.677704732433,52.6689527274187,20.77815,19.80763,19.34659,19.26134,19.12296,3712,1,202,0
1237661416065466544,213.749897216186,52.7368196232676,20.41209,19.0993,18.19822,17.76751,17.47756,3712,1,202,0
1237661416065466567,213.748212712313,52.6597567034422,20.63948,19.41992,18.9232,18.74373,18.64043,3712,1,202,0
1237661416065466568,213.749804883625,52.6596695186316,24.59276,22.50914,21.29308,20.61162,20.10047,3712,1,202,0
1237661416065466583,213.794906587422,52.6949265276663,20.61189,19.30545,18.80616,18.6126,18.5655,3712,1,202,0
1237661416065466657,213.678190192295,52.7899112932469,21.55271,20.57372,20.3925,20.29027,20.29028,3712,1,202,0
1237661416065466666,213.630161325279,52.6744766805489,21.0508,20.39033,19.56125,19.28589,19.06129,3712,1,202,0
1237661416065466718,213.889287782771,52.7516116277803,21.761,22.52205,21.93504,22.52781,22.72269,3712,1,202,7805959818993489920
1237661416065466719,213.875262623311,52.7297706487616,24.52676,22.65203,21.42343,19.87835,18.96124,3712,1,202,0
1237661416065466761,213.620741113928,52.726390448197,25.01963,22.14347,20.58676,20.1366,19.75903,3712,1,202,0
1237661416065466769,213.619239936785,52.7132929971948,21.74011,21.61504,21.33315,21.17265,21.23155,3712,1,202,0
1237661416065466773,213.602776688284,52.6843282362116,22.36574,22.20047,21.43343,21.61226,21.833,3712,1,202,0
1237661416065466776,213.702018213246,52.8179185406853,22.19233,21.87909,20.95163,20.78131,20.97071,3712,1,202,0
1237661416065466777,213.728855027105,52.8520601697784,22.1161,20.50533,19.49049,19.02213,18.66637,3712,1,202,0
1237661416065466782,213.619093226453,52.7002221363598,22.03058,21.9975,21.15044,20.98539,20.62544,3712,1,202,0
1237661416065466789,213.67809821052,52.7757853152873,22.80265,21.2622,19.88239,19.17493,18.89472,3712,1,202,0
1237661416065466795,213.677331679254,52.7689049280071,22.34862,21.22571,19.16982,18.5629,18.21221,3712,1,202,7587440129226332160
1237661416065466800,213.730006213129,52.8363814306457,22.33232,21.55432,20.78513,20.4046,20.45313,3712,1,202,0
1237661387068540049,215.456411133038,53.5139499581206,19.36394,18.65021,17.89943,31.22684,28.7977,3705,3,112,0
1237661387068604457,215.620639294117,53.3520260564356,23.03521,20.64047,19.69966,19.23634,18.94662,3705,3,113,0
1237661416066056217,215.719508122425,52.1062229408982,17.65735,15.68156,14.90513,14.64019,14.53445,3712,1,211,0
1237661387068604459,215.619225585598,53.3429135868354,24.63465,22.56523,21.75088,21.53276,22.82689,3705,3,113,0
1237661387068604505,215.742421045001,53.3772976234116,24.63465,21.66489,21.27091,21.34914,22.82689,3705,3,113,0
1237661387068604526,215.691064411797,53.289273276396,23.08702,20.57071,18.93944,17.76367,17.21145,3705,3,113,0
1237661387068604579,215.505727847656,53.327391632043,21.79925,19.95544,19.24424,18.98166,18.93159,3705,3,113,236496836382447616
1237661416066056282,215.689231066869,52.1172107454967,20.45245,19.10272,18.74018,18.27704,18.19906,3712,1,211,0
1237661387068604580,215.50526251355,53.3278632127105,25.02216,22.66922,21.19665,20.06055,19.44428,3705,3,113,0
1237661416066056308,215.843637856152,52.1421066885456,21.94546,19.46611,18.0173,17.28104,16.83807,3712,1,211,0
1237661416066056352,215.844143474886,52.1311064827746,22.85614,19.97375,18.79283,18.29089,18.01664,3712,1,211,0
1237661387068604587,215.597409370373,53.4038282177995,19.75402,17.43919,16.43764,16.06741,15.87252,3705,3,113,0
1237661387068604597,215.644003099368,53.4379924734276,19.57851,18.62122,18.31813,18.20739,18.18222,3705,3,113,0
1237661416066056424,215.800511509333,52.266194163556,21.78532,20.76704,20.092,19.73873,19.52241,3712,1,211,0
1237661416066056437,215.822108108274,52.2201881307708,21.93142,21.46688,21.02029,20.94286,20.76652,3712,1,211,7913978041285761024
1237661416066056444,215.719532927812,52.0811480379461,22.1581,21.17369,20.5403,20.27878,20.31681,3712,1,211,7916306806812727296
1237661416066056494,215.644391274095,52.19655571388,23.1559,22.05559,20.8696,19.97984,19.67632,3712,1,211,0
1237661416066056496,215.620119626235,52.1635517808525,23.17076,22.42142,21.94684,21.83309,22.74574,3712,1,211,0
1237661416066056524,215.668262087436,52.1885608800749,22.56937,22.61578,21.64177,20.72782,20.58886,3712,1,211,5648687207512561664
1237661416066056531,215.740842750009,52.2741496657982,24.14825,22.25398,21.58011,21.53261,21.23061,3712,1,211,0
1237661416066056556,215.68950760082,52.1825113839049,24.72363,23.8396,21.98046,20.81705,20.39858,3712,1,211,0
1237661416066056573,215.689720831905,52.1571929513921,21.98046,21.514,21.06825,20.74732,20.8771,3712,1,211,0
1237661416066056586,215.689353380627,52.1471502071727,21.99383,22.40293,21.9156,22.27059,20.81265,3712,1,211,7803647270994597888
1237661416066056590,215.782312415372,52.254374518295,22.77187,22.7569,21.26724,20.38285,19.84836,3712,1,211,7562729430092896256
1237661416066056614,215.717531963969,52.1246773988349,23.35801,21.86955,21.18623,20.88714,20.98481,3712,1,211,0
1237661416066056620,215.800797172861,52.2208141644387,25.48022,22.34094,20.88579,20.03578,19.40658,3712,1,211,0
1237661416066056660,215.741398119263,52.0898736398224,24.12867,22.58953,21.47237,20.98185,20.81133,3712,1,211,0
1237661416066056670,215.823324380274,52.1892525166007,22.83016,22.12607,21.51504,20.54554,20.48167,3712,1,211,5648670439960238080
1237661416066056671,215.822663839059,52.1863405635849,25.68341,22.8004,21.94926,21.67424,21.35114,3712,1,211,0
1237661416066056673,215.843837022382,52.2073697801025,23.53111,22.34899,21.80317,21.60196,20.74483,3712,1,211,0
1237661416066056690,215.782094776001,52.0989549567493,23.29379,22.89253,20.90298,20.34368,19.86047,3712,1,211,7913976392018319360
1237661416066056692,215.782222236843,52.1012216588918,24.61862,21.65574,20.98198,20.63908,21.94186,3712,1,211,0
1237661387068604638,215.547610845628,53.3249518597155,23.36688,20.24979,18.75679,17.66883,17.08547,3705,3,113,0
1237661387068604669,215.74221977271,53.3466861989209,22.86921,20.72461,19.33632,18.13696,17.50725,3705,3,113,0
1237661387068604672,215.718897583094,53.2902467541359,23.14514,20.86396,19.50626,18.3103,17.69493,3705,3,113,0
1237661416066056768,215.596690678723,52.102758078778,23.63116,23.37413,21.99963,21.49321,21.60433,3712,1,211,0
1237661416066056824,215.71709900968,52.1199537962019,23.68398,23.79127,21.52534,20.69556,20.20461,3712,1,211,0
1237661416066056877,215.824253284206,52.1521629804677,25.3731,24.90382,21.79489,21.73466,22.35892,3712,1,211,0
1237661416066056896,215.784698461805,52.0697056320935,23.1603,23.00258,21.6666,21.2431,20.8142,3712,1,211,7805887526103963648
1237661416066056902,215.784322320099,52.05445815464,22.5636,23.22956,21.83693,21.43941,20.95524,3712,1,211,0
1237661387068604697,215.618673277004,53.3882458857786,22.52588,20.83527,20.43004,20.3681,20.39657,3705,3,113,0
1237661387068604716,215.689095058206,53.3690358256944,21.3039,20.53539,19.77137,19.59753,19.39739,3705,3,113,0
1237661387068604783,215.483744861466,53.301337094047,24.19613,22.32656,21.62347,21.57717,20.6536,3705,3,113,0
1237661387068604818,215.547810622883,53.3307760064374,22.70927,21.36707,20.08557,19.61336,19.19195,3705,3,113,0
1237661387068604823,215.573505215915,53.3630900441254,23.93302,23.62977,20.73873,19.47307,18.73812,3705,3,113,7562880063185901568
1237661387068604824,215.573945540843,53.3612935811024,23.81781,23.77831,21.33152,20.83012,20.25153,3705,3,113,0
1237661387068604835,215.668788105195,53.4718959071505,23.87752,22.58628,21.96771,21.4286,21.36754,3705,3,113,0
1237661387068604864,215.598310568491,53.3677009188244,25.10455,22.17199,20.72363,20.25997,20.0137,3705,3,113,0
1237661387068604868,215.547419622413,53.3051151469716,26.70525,24.39424,21.51452,20.03455,24.36625,3705,3,113,0
1237661387068604870,215.667290680088,53.4502442154248,22.81673,21.71744,21.70644,21.87268,22.68437,3705,3,113,0
1237661416066122217,215.949085224521,52.2150409401311,23.98457,22.72011,21.68624,21.08888,20.99302,3712,1,212,0
1237661416066122263,215.869310987773,52.0556609465794,24.24166,21.54999,20.67491,20.2036,20.10516,3712,1,212,7913976117140412416
1237661416066122264,215.947590352614,52.1535625834983,21.9625,21.641,20.79868,20.88923,21.37505,3712,1,212,0
1237661416066122268,215.887095674972,52.068135707063,24.49842,22.31038,21.6003,21.39246,20.8578,3712,1,212,0
1237661387068604878,215.546320816433,53.2857548783253,25.44989,22.55989,21.11339,19.68855,19.07681,3705,3,113,0
1237661387068604891,215.620540445092,53.3664190229808,23.24038,22.21931,21.50447,21.27159,21.21628,3705,3,113,0
1237661387068604931,215.64483047417,53.3678954939121,22.23946,22.50015,21.47172,21.60995,20.80962,3705,3,113,0
1237661416066122302,215.926028542887,52.076622464638,24.27598,22.14998,21.2805,21.17183,21.13553,3712,1,212,0
1237661416066122340,215.970454122573,52.070407092944,22.78249,21.47473,21.64336,21.16801,20.97258,3712,1,212,0
1237661387068604934,215.575649586052,53.2775666488241,22.55268,21.1231,19.68645,19.13641,18.75791,3705,3,113,0
1237661387068604944,215.689520532747,53.415516402148,22.38737,21.83609,20.9059,20.41721,20.28227,3705,3,113,0
1237661387068605000,215.667218152052,53.347107931808,22.84849,22.26209,21.69172,21.56374,21.18835,3705,3,113,0
1237661387068605024,215.740457691516,53.4204992400793,23.01344,22.21884,21.48083,20.50129,20.13983,3705,3,113,5648875498878818304
1237661387068605033,215.763178522983,53.4408386540362,22.88657,22.93174,21.66472,21.10224,20.86415,3705,3,113,0
1237661387068605057,215.764633341087,53.4281851287553,22.63589,21.93204,20.96535,20.59386,20.10888,3705,3,113,0
1237661416602075195,213.227072752385,53.4300267017635,24.30732,23.70276,20.86839,19.95995,20.73667,3712,2,198,0
1237661416602075311,213.227406233814,53.3883124456317,20.02634,19.17168,18.87514,18.74434,18.72758,3712,2,198,7913026688749164544
1237661416065466815,213.702351394587,52.7700584222822,23.47988,21.70787,19.83907,19.22287,18.83019,3712,1,202,0
1237661416065466819,213.702533155225,52.7673619693883,22.36264,21.86741,20.78907,20.48832,20.2124,3712,1,202,0
1237661416065466828,213.748238618654,52.8243216566578,26.09692,22.23537,21.6225,21.47085,20.96109,3712,1,202,0
1237661416602075327,213.222256109003,53.3232255831345,19.16157,17.94921,17.46698,17.13678,16.97371,3712,2,198,1491874597509818368
1237661416065466834,213.67770686843,52.720942612842,23.09513,22.44038,21.83743,21.52226,21.65935,3712,1,202,0
1237661416602075451,213.20107770121,53.3180628927795,21.84282,21.21657,20.61557,20.62859,20.46023,3712,2,198,0
1237661416065466836,213.631718350796,52.6536130613402,22.16743,22.37346,21.1173,20.7001,20.26887,3712,1,202,0
1237661416065466849,213.749733454295,52.7898392337231,22.53589,22.44866,21.97894,21.42589,21.44713,3712,1,202,0
1237661416065466867,213.796970571242,52.8326048645956,22.47721,21.78149,21.25483,20.98207,21.14693,3712,1,202,0
1237661416065466882,213.728911086726,52.730551789992,22.00697,21.33105,20.41923,19.92315,20.34813,3712,1,202,0
1237661416065466885,213.781975977239,52.7923582056309,21.55151,21.2045,20.36214,20.23453,20.01622,3712,1,202,0
1237661416065466890,213.748460289785,52.7335693483393,23.74061,22.54082,21.44522,21.04129,20.66347,3712,1,202,0
1237661416065466898,213.806612107709,52.7959306655904,22.98996,21.79572,20.43703,19.84402,19.50245,3712,1,202,0
1237661416065466901,213.823416622642,52.8177785942942,23.24715,21.9389,21.40802,21.48647,22.03003,3712,1,202,0
1237661416065466938,213.808671966264,52.7468801907608,22.02223,21.70289,20.7473,20.64773,20.60871,3712,1,202,0
1237661416065467011,213.875772643378,52.7725042785886,22.47768,21.88597,21.45015,21.2909,21.05845,3712,1,202,0
1237661416065467038,213.891047261949,52.7607473398529,25.78057,22.66277,21.64729,20.9621,21.31148,3712,1,202,0
1237661416065467039,213.911075586974,52.7857283947736,22.13195,22.24329,21.84886,21.68259,20.88357,3712,1,202,0
1237661416065467086,213.660069783732,52.7717969766986,25.423,24.17554,21.88279,21.22158,21.3832,3712,1,202,0
1237661416065467114,213.631557153459,52.6857774926287,25.2933,22.78967,21.60953,22.10206,22.50043,3712,1,202,0
1237661416065467116,213.702294968266,52.7826206333845,26.15974,23.65288,21.60882,21.165,20.72879,3712,1,202,0
1237661416065467130,213.750347377885,52.831359616427,23.6589,23.70395,21.66303,20.7296,20.24604,3712,1,202,0
1237661416065467133,213.67783772844,52.7254850813616,23.41328,22.51213,21.04081,20.86813,20.51679,3712,1,202,0
1237661416065467136,213.660952378543,52.6967219944738,23.6331,22.73534,21.75857,21.96412,21.20759,3712,1,202,0
1237661416065467165,213.728720572504,52.7268608948904,26.37965,22.85387,21.80019,21.13617,20.52207,3712,1,202,0
1237661416065467178,213.702665826721,52.6757137863947,24.15374,23.03318,21.92844,21.84349,21.27765,3712,1,202,0
1237661416065467180,213.677519429672,52.6403997998167,24.3608,23.05955,21.50913,22.5478,21.64001,3712,1,202,0
1237661416065467192,213.782236624172,52.7657400048916,24.36736,23.28002,21.83059,21.19562,20.59148,3712,1,202,0
1237661416065467202,213.795636071201,52.7813851044138,26.33146,22.95402,21.92619,21.9275,21.68125,3712,1,202,0
1237661416065467209,213.824820101884,52.8117607788199,24.46674,22.76175,20.47464,19.67257,19.04236,3712,1,202,0
1237661416065467229,213.782446721345,52.7321174080599,25.21787,23.32879,21.66766,20.51293,19.76496,3712,1,202,0
1237661416065467243,213.824793134008,52.7600736538353,22.87271,22.57449,21.80518,22.20158,21.43851,3712,1,202,0
1237661416065467246,213.824064000479,52.7541608600019,23.01334,22.89059,21.6721,22.00299,20.96342,3712,1,202,0
1237661416065467251,213.808709851382,52.7272628259777,21.22332,21.59243,20.58004,20.93449,19.86252,3712,1,202,7805959269237676032
1237661416065467252,213.782895811608,52.6917785699901,25.86786,24.40307,21.79982,21.44769,19.76687,3712,1,202,0
1237661416065467263,213.749574623342,52.6228904191579,22.80475,22.72548,21.25358,20.8149,20.90046,3712,1,202,0
1237661416065467267,213.88988717852,52.8081922263177,23.17628,23.61394,21.86908,20.92531,20.59205,3712,1,202,0
1237661416065467376,213.782626053371,52.7489606214965,22.93149,23.28177,21.96466,22.16232,21.07806,3712,1,202,0
1237661416065467387,213.783099306959,52.6866540470758,24.06972,27.05142,21.31088,21.08943,19.86061,3712,1,202,0
1237661416065532108,214.135758765837,52.7162224489245,17.58976,16.15696,15.64132,15.45116,15.43121,3712,1,203,0
1237661416065532134,213.889514366483,52.6159347308439,24.24449,22.54777,20.91933,20.25891,19.98769,3712,1,203,0
1237661416065532227,213.91139779734,52.7743410459604,23.59541,20.45071,19.04365,18.06026,17.5222,3712,1,203,0
1237661416065532256,214.063638833237,52.7379728693511,22.70454,22.03537,21.47223,22.46021,21.86155,3712,1,203,7911718544773240832
1237661416065532264,214.062099619524,52.6317033669229,22.63877,20.42864,19.10131,17.87178,17.23466,3712,1,203,0
1237661416065532304,213.899949604331,52.6582362222416,22.14619,21.75868,21.30013,21.26607,21.31341,3712,1,203,7912889524673599488
1237661416065532378,213.911421354249,52.7563582264978,25.03431,22.20539,21.76,21.53317,22.04216,3712,1,203,0
1237661416065532379,213.875789179094,52.7078961690544,22.23825,22.23646,21.35271,21.12069,21.11195,3712,1,203,0
1237661416065532381,213.876443456103,52.7035409157792,24.28953,22.54602,21.24451,20.18635,19.35911,3712,1,203,0
1237661416065532383,213.824187354002,52.6314450175189,22.90304,22.52219,21.61851,21.53209,20.8743,3712,1,203,0
1237661416065532423,213.890793179477,52.6602532553388,22.66987,22.13234,20.84133,20.72569,20.82563,3712,1,203,0
1237661416065532446,213.877553885226,52.5954320033351,25.87817,21.84392,21.91303,22.00445,20.76156,3712,1,203,0
1237661416065532450,213.89998438565,52.6202404752717,23.6996,22.46941,21.34929,20.72334,20.45398,3712,1,203,0
1237661416065532485,213.912351611518,52.5854509807934,22.62016,22.18625,21.45236,21.01397,20.69663,3712,1,203,0
1237661416065532501,213.974361664356,52.6435022522045,23.95347,22.562,21.53075,20.72965,20.45536,3712,1,203,0
1237661416065532505,214.061448062012,52.7589711428341,24.04838,22.40603,21.70664,23.67161,21.93885,3712,1,203,0
1237661416065532516,214.077687609585,52.7577746652195,23.74219,20.78178,18.95585,18.32584,17.94486,3712,1,203,1493027985240909824
1237661416065532534,214.092482286436,52.752129138247,22.52238,21.39739,20.99677,20.94507,21.52592,3712,1,203,0
1237661416065532556,214.076409811392,52.6897362911913,22.38533,22.51085,21.82156,21.04028,20.42342,3712,1,203,0
1237661416065532559,214.113876089838,52.7362136423142,22.49477,21.53663,20.74205,20.69603,20.96593,3712,1,203,0
1237661416065532666,213.900164428334,52.6366094891456,22.3896,21.96644,21.49652,20.7241,20.45395,3712,1,203,0
1237661416065532674,213.890970553811,52.5952357038054,25.33156,23.25431,21.8615,20.88912,20.18967,3712,1,203,0
1237661416065532762,214.092704749426,52.6873290411288,23.29633,25.1064,21.82186,20.88535,20.30381,3712,1,203,0
1237661416065532768,214.136870715674,52.7293599206027,26.24959,22.85272,21.36843,20.34703,19.77428,3712,1,203,0
1237661416065532854,213.912591827576,52.7137920106688,23.36206,23.48543,21.56006,21.89472,21.65379,3712,1,203,0
1237661416065597456,214.077145530683,52.5822690712652,21.31191,18.73134,17.56926,17.15306,16.89495,3712,1,204,0
1237661416065597486,214.184014260084,52.5362183351806,24.6873,22.72607,21.93126,21.19562,21.73667,3712,1,204,0
1237661416065597495,214.183153523849,52.5058524786118,17.59406,15.2258,14.26313,13.96834,13.75309,3712,1,204,0
1237661387068605066,215.668157924334,53.3000672780453,22.68605,22.0939,21.99103,21.61413,21.70411,3705,3,113,0
1237661416602075733,213.184069415346,53.371787813979,22.81458,21.94961,21.03873,20.64883,20.36786,3712,2,198,0
1237661387068605077,215.784769300621,53.4348068853041,22.70596,22.36988,21.33883,21.10222,20.99177,3705,3,113,0
1237661387068605086,215.762635228553,53.3934099186637,23.2534,22.21714,21.61975,20.81519,21.156,3705,3,113,5648876048634632192
1237661387068605091,215.741874300673,53.3558307310962,23.64153,21.84089,21.32479,21.21925,21.55751,3705,3,113,7916370028731324416
1237661387068605130,215.822374337607,53.4238691474695,23.83062,22.49675,21.64147,20.71198,20.13991,3705,3,113,5648884569849747456
1237661387068605138,215.691109404161,53.2506246168518,23.0747,21.84057,20.94805,20.50038,20.45002,3705,3,113,0
1237661387068605139,215.823916905933,53.4145021431674,22.33985,21.23388,19.97128,19.44602,18.9896,3705,3,113,0
1237661387068605140,215.689011092343,53.2454945782261,24.14259,23.1234,21.89584,20.93795,20.37718,3705,3,113,0
1237661387068605163,215.762364302939,53.326705467769,21.88165,21.23169,20.63433,20.34862,20.46309,3705,3,113,0
1237661387068605207,215.546996418531,53.3555257969489,24.18796,23.18767,21.68541,21.16781,20.33177,3705,3,113,0
1237661387068605210,215.644034860362,53.4667818817657,23.52459,23.20288,21.28721,20.40722,20.17472,3705,3,113,0
1237661387068605221,215.522946675906,53.3074443115162,23.2327,23.08368,21.97488,21.84972,20.73197,3705,3,113,0
1237661387068605300,215.667534927379,53.3609607190449,25.50908,24.2866,21.55731,20.27937,19.50259,3705,3,113,236496561504540672
1237661387068605330,215.741997124436,53.4042068420204,23.31874,22.43276,21.62612,21.75998,21.36032,3705,3,113,0
1237661387068605343,215.690999315154,53.3183743697135,24.16737,23.29471,21.89405,20.57357,19.97897,3705,3,113,7917518743873542144
1237661387068605550,215.66666415791,53.4039744804745,22.68188,22.41261,21.87515,21.72836,21.83072,3705,3,113,0
1237661387068605567,215.741446745066,53.351194373021,26.79506,22.13029,21.50157,20.79159,23.45096,3705,3,113,0
1237661387068670071,215.764438936394,53.294528504595,19.36908,18.41809,18.08522,17.95816,17.92343,3705,3,114,0
1237661387068670109,215.88473603222,53.2499771556158,19.66249,17.04897,15.66428,14.69825,14.16443,3705,3,114,0
1237661387068670111,215.9246891135,53.2774785957115,21.52742,19.72069,18.90312,18.63645,18.52214,3705,3,114,0
1237661387068670115,215.905150069324,53.214443765862,19.44652,18.74081,18.14522,17.79424,17.54345,3705,3,114,1492994450136262656
1237661387068670121,215.948825205896,53.2194379270916,20.25309,19.24155,18.81649,18.6468,18.63318,3705,3,114,0
1237661387068670157,215.869685335903,53.2142710582652,23.7497,21.38432,20.08568,18.81675,18.10013,3705,3,114,0
1237661387068670184,215.79920340892,53.2478463131976,21.36701,20.58152,20.33201,20.28724,20.24172,3705,3,114,0
1237661387068670195,215.821827849789,53.2484831853806,21.90467,20.49386,20.04627,19.82744,19.73165,3705,3,114,0
1237661387068670284,215.763475200025,53.2576507249251,22.86609,22.00495,21.22776,20.41773,20.24336,3705,3,114,5648876323512539136
1237661387068670295,215.763935924624,53.2428626158084,24.97751,22.89863,21.39152,20.7544,20.09028,3705,3,114,0
1237661387068670296,215.764119177613,53.2459616622527,23.04218,21.58319,21.07703,20.77445,21.02585,3705,3,114,0
1237661387068670302,215.823329063556,53.3132606662296,25.52971,22.01028,21.79845,20.62305,20.28763,3705,3,114,0
1237661387068670303,215.822212651621,53.3128528976461,23.28638,22.99481,21.92687,21.74267,21.88269,3705,3,114,0
1237661387068670313,215.78439447059,53.2611601228871,26.54868,20.42947,21.39608,21.69308,21.054,3705,3,114,0
1237661387068670336,215.885629818327,53.3702425814835,22.50671,21.99014,21.73253,21.40343,23.55007,3705,3,114,0
1237661387068670337,215.823330621592,53.2921155506374,24.04812,23.00296,21.81426,21.06244,21.39914,3705,3,114,0
1237661387068670349,215.842940270907,53.3088640543135,24.14406,22.17965,20.88734,19.48197,18.70737,3705,3,114,0
1237661387068670371,215.799441731723,53.2338636146347,21.51096,20.91456,20.65808,19.88873,19.89983,3705,3,114,7803655517331806208
1237661387068670393,215.904849496977,53.3432880690519,23.74669,21.94141,20.74529,20.25333,19.9757,3705,3,114,0
1237661387068670397,215.885886557828,53.3143720156774,21.96344,21.5227,20.38649,19.78543,19.46448,3705,3,114,0
1237661387068670423,215.867866849135,53.2658338187277,23.8175,22.33295,20.82025,19.9972,19.62136,3705,3,114,0
1237661387068670435,215.972346341548,53.3855874492914,22.29899,21.96711,20.34986,19.79269,19.36188,3705,3,114,0
1237661387068670445,215.886145308153,53.2679751477403,22.61747,20.87008,20.33184,20.23848,19.55885,3705,3,114,0
1237661387068670510,215.924784902304,53.252982358199,22.64188,21.58729,20.09939,19.54395,19.09346,3705,3,114,0
1237661387068670512,215.969620224553,53.3073076442205,22.40786,21.5348,20.26122,19.60598,19.20121,3705,3,114,0
1237661387068670553,215.925861846081,53.2171615184393,23.07149,22.16163,21.49214,21.40689,21.01747,3705,3,114,0
1237661387068670563,215.96952837983,53.2672240472975,22.56774,22.12712,21.00173,20.58779,20.60877,3705,3,114,0
1237661387068670595,215.924476769832,53.180182550604,23.41919,21.16789,20.29279,19.96077,19.69792,3705,3,114,0
1237661387068670637,215.783795921707,53.3206610067256,23.9915,23.38912,21.9502,21.93041,22.34664,3705,3,114,0
1237661387068670653,215.799263352043,53.3072050415315,22.79236,22.81791,21.28121,20.4324,20.16426,3705,3,114,0
1237661387068670678,215.905558623217,53.3837767888261,22.88903,23.48671,21.97991,21.67021,21.29345,3705,3,114,0
1237661387068670706,215.905167013248,53.3174546243221,23.70524,23.20516,21.303,20.29539,19.92478,3705,3,114,7915297729999558656
1237661387068670713,215.948977794288,53.3531304454818,24.83292,23.38637,21.97145,21.72886,21.60376,3705,3,114,0
1237661387068670745,215.971457256924,53.3212418494116,24.4476,22.85656,21.91228,21.62837,22.11362,3705,3,114,0
1237661387068670754,215.947723287909,53.2681920527537,22.45043,22.34984,21.18629,20.58962,21.25852,3705,3,114,0
1237661387068735576,215.946902888203,53.1686266591747,20.71797,18.7115,17.60236,17.16345,16.89006,3705,3,115,1492996924037425152
1237661387068735577,215.947156369439,53.1658849340526,23.79671,22.42992,21.84626,21.3085,21.68724,3705,3,115,0
1237661387068735783,215.970575276621,53.2314624668525,22.02626,22.38342,21.93369,21.50901,21.41702,3705,3,115,0
1237661387068735801,215.971001325209,53.2183798284067,24.24851,21.7593,20.65624,20.2307,19.99791,3705,3,115,0
1237661387068735821,215.969497811328,53.2056325195087,23.11842,21.79851,21.3267,21.29678,20.98791,3705,3,115,0
1237661387068735901,215.971599962959,53.1575432779222,23.35677,21.84108,20.51064,19.98116,19.80355,3705,3,115,0
1237661416065269939,213.161700660627,52.9307797563723,21.33337,19.75478,19.26064,18.96977,18.89163,3712,1,199,0
1237661416065269964,213.182311359908,52.9001697561064,22.47124,19.85267,18.47647,17.3635,16.78114,3712,1,199,0
1237661416065269993,213.204706640656,52.925455635765,22.13253,20.22346,18.90764,18.42057,18.10814,3712,1,199,0
1237661416065270073,213.205529893123,52.9427629638675,22.02529,20.63947,20.01617,19.66822,19.53054,3712,1,199,0
1237661416065270282,213.183157393102,52.9656056994488,22.95673,22.17515,21.37661,20.89494,21.44036,3712,1,199,0
1237661416065270504,213.225086171378,52.9559428127687,23.63104,22.91099,21.81315,21.52085,21.31818,3712,1,199,0
1237661416065335317,213.226288372894,52.8242801959466,15.89619,14.76654,14.35151,14.21361,14.18041,3712,1,200,0
1237661416065335318,213.22584316435,52.8281363223793,23.79547,21.61471,20.83323,20.40801,20.14469,3712,1,200,0
1237661416065597499,214.222680733171,52.551005097524,23.44306,21.19059,20.47027,20.32661,20.21004,3712,1,204,0
1237661416065597516,214.36267482798,52.665025632818,16.61185,15.25296,14.76442,14.61172,14.5702,3712,1,204,0
1237661416065597545,214.158334184105,52.6019543331862,20.69384,18.63385,17.83315,17.55386,17.37587,3712,1,204,0
1237661416065597554,214.156955119529,52.5580593966252,22.43,19.88304,18.81075,18.42044,18.17289,3712,1,204,0
1237661416065597568,214.264233608879,52.6531866453166,19.81856,18.79466,18.43089,18.31332,18.28132,3712,1,204,0
1237661416065597584,214.325487550353,52.6508431991257,21.6741,19.63831,18.7408,18.45268,18.30192,3712,1,204,0
1237661416065597586,214.32557978124,52.6427167095682,20.48443,19.60984,19.35762,19.24323,19.27686,3712,1,204,0
1237661416065597612,214.182081843029,52.5144803256767,21.52454,20.0792,18.94034,18.4252,18.08935,3712,1,204,0
1237661416065597650,214.220509412959,52.7181012604234,21.68887,21.0129,20.5465,20.36264,20.15157,3712,1,204,7917465692437501952
1237661416065597756,214.094283535431,52.6244735447731,23.73741,22.17976,21.66849,21.23827,22.09169,3712,1,204,0
1237661416065597773,214.183037616425,52.7212243590517,22.362,22.45065,21.93629,22.73229,21.418,3712,1,204,0
1237661416065597779,214.183007746797,52.7104041796365,24.57496,22.37425,21.36207,20.81449,20.62972,3712,1,204,0
1237661416065597805,214.206417026848,52.7200008128023,21.58834,22.06521,20.72885,20.15309,19.66227,3712,1,204,0
1237661416065597810,214.135734341435,52.6169994725879,22.64346,21.50923,20.3278,19.84257,19.25643,3712,1,204,0
1237661416065597855,214.221561136012,52.6530899371517,22.71013,22.20696,21.16189,21.04945,20.71246,3712,1,204,0
1237661416065597871,214.157029799689,52.5371269841997,24.82276,22.10433,20.94558,20.43274,20.47039,3712,1,204,0
1237661416065597932,214.264682974053,52.5849978438658,21.67807,21.03336,20.48659,20.29356,20.40752,3712,1,204,0
