objid,ra,dec,u,g,r,i,z,run,camcol,field,specObjID
1237659120396206162,213.806745437747,51.9048475731977,22.80148,20.11926,18.74568,17.18003,16.34925,3177,5,61,0
1237659120396206163,213.8064403834,51.9072611504046,24.65964,22.07175,20.98698,20.56609,20.17835,3177,5,61,0
1237659120396206191,213.823885377309,51.8326462119972,22.05904,20.84893,19.65757,19.12582,18.72532,3177,5,61,0
1237659120396271700,214.062229685415,51.9567787932569,21.5465,19.86001,19.0132,18.7202,18.52303,3177,5,62,0
1237659120396271774,214.220492117613,51.8247132474879,19.65036,18.0358,17.39447,17.14785,17.01936,3177,5,62,0
1237659120396271818,214.184269566821,51.8727616125984,23.21619,21.16268,19.73176,18.61506,18.02002,3177,5,62,0
1237659120396272050,214.158702639594,51.9243512756341,22.51449,21.17029,20.037,19.53068,19.07596,3177,5,62,0
1237659120396272053,214.15864626879,51.9151560761264,22.58249,22.44802,21.05066,20.56732,19.90078,3177,5,62,0
1237659120396272062,214.114279908312,51.8474194550018,22.89588,24.541,20.74216,19.75143,19.61126,3177,5,62,0
1237659120396272063,214.11263787732,51.8456656580256,21.73517,21.3953,20.89563,20.45679,20.94151,3177,5,62,0
1237659120396272079,214.135831938434,51.845662769228,22.06863,22.40933,21.25294,20.84363,20.20227,3177,5,62,0
1237659120396272091,214.135909717989,51.8280488287453,24.04665,22.97373,21.98036,22.01759,22.4357,3177,5,62,0
1237659120396272110,214.203867490259,51.910722646561,22.96835,22.17975,20.92071,20.75021,19.9833,3177,5,62,0
1237659120396272193,214.265118041639,51.9105341177143,23.48494,22.10368,21.56874,21.66735,20.64242,3177,5,62,0
1237659120396272325,214.111955860517,51.8559563185324,24.5736,24.74277,21.16339,21.21017,23.41192,3177,5,62,0
1237659120396272357,214.204920126252,51.9220887847007,25.39879,22.82956,20.88433,20.08139,19.39869,3177,5,62,0
1237659120396272374,214.203804758115,51.8643416518674,22.93715,23.08884,21.7627,21.77826,20.87225,3177,5,62,0
1237659120396272380,214.242702120358,51.9015825057778,22.34196,22.84541,21.6188,21.39367,20.36687,3177,5,62,0
1237659120396337199,214.462836854242,51.8694036690671,19.9609,18.65568,18.02402,17.78297,17.74263,3177,5,63,0
1237659120396337213,214.462287569618,51.8516514202172,24.44359,25.41366,14.48252,14.45294,24.28183,3177,5,63,0
1237659120396337221,214.418567863476,51.8705869330099,25.39022,21.57996,20.11867,19.30965,18.92665,3177,5,63,0
1237659120396337482,214.305871488813,51.8653403096708,22.55058,21.29403,19.60938,18.88721,18.44117,3177,5,63,0
1237659120396337486,214.283055239065,51.8400860673599,23.5325,21.93311,20.95754,20.53208,20.30694,3177,5,63,0
1237659120396337491,214.282032756336,51.8362161094681,23.14655,22.14805,21.73032,21.92165,21.27577,3177,5,63,0
1237659120396337607,214.363167518881,51.8155797645056,22.28149,20.48473,20.36625,20.30109,19.94275,3177,5,63,8261898182981867520
1237659120932946148,213.807991634512,52.3717857599592,19.42337,18.16584,17.53727,17.14054,16.89522,3177,6,59,1176677048798701568
1237659120932946578,213.677571973698,52.5303585138636,26.74239,23.39158,21.90312,21.48896,20.80949,3177,6,59,0
1237659120932946683,213.730869358612,52.3719498915275,23.51977,23.008,21.99281,21.61987,21.43505,3177,6,59,0
1237659120932946730,213.825061117379,52.39984227343,22.36908,23.35727,21.6762,22.25671,21.57018,3177,6,59,0
1237659120932946735,213.781911662378,52.3300830751601,24.93868,22.71655,21.74186,21.50002,21.08612,3177,6,59,0
1237659120933011580,213.876013038965,52.3760380623512,23.40101,22.70672,20.99092,20.04804,19.6893,3177,6,60,0
1237659120933077555,214.204189564632,52.245993351948,24.96929,22.27801,21.16682,20.77888,20.48659,3177,6,61,0
1237659120933142615,214.418640310853,52.3500761421625,20.03935,18.80893,18.33769,18.14667,18.07258,3177,6,62,0
1237659120933142691,214.26450293495,52.1844188041527,22.26616,20.31069,18.80158,18.25817,17.95434,3177,6,62,0
1237659120933142562,214.439830451655,52.3151198659339,16.98339,15.69742,15.24594,15.08092,15.03191,3177,6,62,0
1237659120933142549,214.283902556361,52.168999422984,23.6295,21.26831,19.66193,19.04488,18.69455,3177,6,62,0
1237659120933077991,214.159006507855,52.3421219012139,26.96361,23.1229,21.21972,20.7406,21.8834,3177,6,61,0
1237659120933142737,214.242838557417,52.2014200860806,20.58526,20.21029,20.10825,19.73429,19.62727,3177,6,62,8263038352967882752
1237659120933077837,214.264251338733,52.272669822092,25.30092,23.09496,21.99442,20.82628,20.18179,3177,6,61,7914011851268315136
1237659120933077831,214.242652771499,52.2609709621441,24.07014,22.81081,21.38741,21.20748,20.3067,3177,6,61,0
1237659120933142807,214.264982113662,52.205514643898,25.78402,21.90825,21.03365,20.7523,20.31003,3177,6,62,0
1237659120933142809,214.342596260977,52.3103737618811,24.68943,21.57101,20.26385,19.70716,19.45893,3177,6,62,0
1237659120933077804,214.221479056915,52.2788356962246,22.25343,23.29838,21.82719,21.0506,20.48497,3177,6,61,0
1237659120933077799,214.222252932468,52.2845714974312,24.12265,23.2466,21.80961,21.807,22.93845,3177,6,61,0
1237659120933077791,214.283370905388,52.3797791311564,22.78632,23.39848,21.44802,21.13476,20.20732,3177,6,61,0
1237659120933077762,214.134536322688,52.2398418972434,23.1559,22.46806,20.87731,20.24365,19.76359,3177,6,61,0
1237659120933077760,214.158937952972,52.2811493140908,26.71697,23.07325,21.87091,21.41599,21.15423,3177,6,61,0
1237659120933077755,214.114420876564,52.2308209585402,25.14827,22.72131,21.32194,20.7474,21.33653,3177,6,61,0
1237659120933077743,214.092474395648,52.2263675893762,25.03518,24.61347,21.40645,20.92872,21.52501,3177,6,61,0
1237659120933077723,214.076638848917,52.226378420018,26.09307,24.9058,21.60695,20.34224,20.60641,3177,6,61,0
1237659120933077684,214.093912515879,52.352022836151,25.41119,23.65614,21.71177,20.9862,20.67097,3177,6,61,0
1237659120933142909,214.304034801053,52.1659738386103,22.2122,21.81304,21.31823,20.85038,20.30813,3177,6,62,8264154908955269120
1237659120933077680,214.094362924614,52.3568493438412,23.4553,23.38866,21.4416,20.30595,19.98387,3177,6,61,7914012401024129024
1237659120933077588,214.283320284455,52.3237796882012,23.58866,22.76586,21.17023,20.61038,20.15474,3177,6,61,0
1237659120933077581,214.182829850483,52.1863412883456,23.88703,22.32843,20.82547,20.19292,20.09164,3177,6,61,0
1237659120933077577,214.242259291386,52.2708311108352,22.04155,21.87693,21.59221,21.82223,21.60564,3177,6,61,0
1237659120933077566,214.222070765828,52.2558746065506,22.73944,21.99896,21.93878,22.34582,21.78916,3177,6,61,0
1237659120933077564,214.240488436897,52.2836754313832,23.06877,20.87662,19.6102,19.1502,18.78196,3177,6,61,0
1237659120933077558,214.263718394451,52.3262804078688,24.64451,22.96217,21.67566,21.10718,21.20213,3177,6,61,0
1237659120933077537,214.158587944717,52.2079574199801,25.59794,22.35498,21.55676,20.8716,20.11898,3177,6,61,0
1237659120933012137,213.866709898333,52.3946750032666,26.06867,22.66338,20.85729,20.25399,19.39261,3177,6,60,0
1237659120933012126,213.868336974185,52.4384509772318,26.73345,23.53626,21.50844,21.15371,20.36731,3177,6,60,0
1237659120933012080,214.103918081657,52.413827552166,22.03984,21.10918,20.44502,20.30765,20.61454,3177,6,60,0
1237659120933012077,214.103839992255,52.4166276045744,22.50446,23.199,21.68495,21.40249,21.49869,3177,6,60,0
1237659120933012021,213.951729564666,52.2595983437375,22.15051,20.95568,20.28386,20.09834,19.4999,3177,6,60,0
1237659120933012009,213.952971993903,52.2746101886885,23.30093,21.37403,20.5311,20.42467,20.41271,3177,6,60,0
1237659120933011979,213.953676463439,52.307775277179,22.23718,21.06477,20.26668,19.88738,19.86022,3177,6,60,0
1237659120933011978,213.938267605539,52.2878231515738,23.70849,22.45398,20.94753,20.13734,19.68191,3177,6,60,0
1237659120933011968,213.983724214746,52.3614278083776,22.94845,20.96913,19.91442,19.4243,19.08112,3177,6,60,0
1237659120933011964,213.983727130641,52.3690172405174,22.19602,21.80072,21.11336,20.72742,20.45395,3177,6,60,0
1237659120933011961,213.969791605479,52.3551377576269,22.24714,22.40332,21.74787,21.65341,21.53111,3177,6,60,0
1237659120933011942,213.939058939894,52.3289186389479,26.22268,22.43268,21.1219,20.23425,19.62086,3177,6,60,0
1237659120933011925,213.938870274697,52.3525856596269,26.04211,22.68773,21.28056,20.36684,19.97514,3177,6,60,0
1237659120933011916,213.968156067115,52.397934092505,24.89291,22.24364,21.14475,21.04938,20.62734,3177,6,60,0
1237659120933011912,213.95335911723,52.3786143711801,23.6355,22.02065,21.53737,21.23878,22.41936,3177,6,60,0
1237659120933011878,213.984005870456,52.4583294349413,22.5009,21.71806,20.77712,19.83228,19.40879,3177,6,60,7562787704209168384
1237659120933011876,213.878646330747,52.3163569687582,24.88688,22.58465,21.60654,21.05677,21.2024,3177,6,60,0
1237659120933011875,213.879748990974,52.3178151043935,21.94277,20.67495,19.62153,19.07925,18.83091,3177,6,60,0
1237659120933011845,213.969546479312,52.4670124217528,21.62638,21.10483,20.47507,20.07228,19.74941,3177,6,60,0
1237659120933011844,213.837970499502,52.2825510496287,23.97137,22.34137,21.06833,20.53236,19.72775,3177,6,60,0
1237659120933011832,213.837528485489,52.2942618810307,22.6536,21.65965,20.69264,20.68591,20.22873,3177,6,60,0
1237659120933011830,213.940277839458,52.4424282918406,24.29128,21.0306,21.2944,21.32799,20.67873,3177,6,60,0
1237659120933011819,213.940144210164,52.4575282437344,22.25343,22.17005,21.27472,20.59805,21.20472,3177,6,60,0
1237659120933011802,213.869254581484,52.3771338271947,22.06465,20.66218,19.835,19.51535,19.05961,3177,6,60,0
1237659120933011788,213.877765274373,52.4079516912698,23.07176,21.62675,20.31422,19.39208,18.84688,3177,6,60,0
1237659120933011763,213.87890558433,52.4402715311218,24.7327,22.22097,21.29807,20.84632,20.38503,3177,6,60,0
1237659120933011754,213.877714237209,52.4450267053182,24.33136,22.29026,21.42805,21.11983,20.77856,3177,6,60,0
1237659120933011752,213.817472156633,52.3619904010807,26.11999,21.91565,21.59435,21.33469,24.37318,3177,6,60,0
1237659120933011749,213.838090458417,52.3913358236367,22.76442,21.88436,21.42305,21.46072,22.47585,3177,6,60,0
1237659120933011743,213.817404286642,52.3674909295346,21.59268,21.1169,20.46272,20.13182,21.10905,3177,6,60,0
1237659120933011706,213.916019360704,52.3108213748855,24.9356,23.79988,21.55532,20.5017,20.09605,3177,6,60,7914023671018313728
1237659120933011705,213.916807060731,52.3092143387108,21.0209,20.25025,19.89339,19.70519,19.63519,3177,6,60,0
1237659120933011692,213.916485174738,52.374812653455,20.19111,19.22072,18.63922,18.34335,18.15103,3177,6,60,0
1237659120933011687,213.817787716955,52.2847908421828,20.83519,19.93691,19.72212,19.56939,19.43239,3177,6,60,0
1237659120933011685,213.917435746566,52.4276761886951,21.44631,20.00674,19.51398,19.3221,19.19408,3177,6,60,0
1237659120933011672,213.851125966349,52.4001252408072,24.51585,22.58775,21.17015,20.43162,20.09894,3177,6,60,0
1237659120933011629,213.981951378038,52.2716189106952,22.70807,19.89977,18.55029,17.6743,17.24268,3177,6,60,0
1237659120933011622,213.983763315983,52.3425054928645,19.91548,17.48832,16.3082,15.84439,15.6091,3177,6,60,0
1237659120933011605,213.938129867308,52.3423265841618,21.15958,19.56509,18.84289,18.58249,18.51134,3177,6,60,0
1237659120933011579,213.878401082862,52.3781827825616,20.1236,17.45483,16.20227,15.69945,15.43767,3177,6,60,0
1237659120933011473,213.952491885897,52.3832578330743,17.53264,16.562,16.26682,16.16523,16.17314,3177,6,60,240025718817576960
1237659120932946775,213.699949952081,52.4246918451706,22.62679,22.60747,21.57836,20.40022,19.60482,3177,6,59,240013349311764480
1237659120932946721,213.760721972923,52.3211925906449,23.30439,23.01683,21.31887,20.60467,20.31188,3177,6,59,0
1237659120932946712,213.817175995301,52.4209549488965,25.0757,24.26179,21.96424,21.13881,20.82655,3177,6,59,0
1237659120932946708,213.819496431504,52.4342504534326,22.35083,22.82236,21.55564,21.17481,21.16213,3177,6,59,0
1237659120932946693,213.83880095053,52.503355808736,27.16533,21.95238,21.10333,27.30312,24.61798,3177,6,59,0
1237659120933208298,214.590095642088,52.1109216328541,20.41148,19.68171,19.08173,18.77874,18.61602,3177,6,63,0
1237659120932946673,213.700881904154,52.3513320233853,22.76885,23.0842,21.94712,22.15546,21.51271,3177,6,59,7805977686057441280
1237659120932946598,213.590308957011,52.364438031986,22.88309,22.58496,21.5542,20.64907,20.04434,3177,6,59,5648752078698600448
1237659120932946596,213.622987872048,52.4144085801807,22.78155,23.18014,21.98835,21.81787,21.20559,3177,6,59,0
1237659120932946593,213.590448801826,52.3736556173678,23.36898,22.90621,21.72124,21.36045,21.94312,3177,6,59,0
1237659120932946576,213.576264280651,52.3933589238218,25.65803,22.80712,21.37793,20.80299,20.28601,3177,6,59,0
1237659120932946574,213.576399577274,52.3963235897611,22.79421,23.08166,21.93806,21.68508,21.81742,3177,6,59,0
1237659120932946524,213.851565335557,52.4306933591675,23.11405,22.28699,21.7041,21.47594,21.46218,3177,6,59,0
1237659120932946522,213.759114097515,52.3034476089877,22.19492,21.23135,20.33016,19.77961,19.40203,3177,6,59,0
1237659120932946505,213.818458618627,52.400773708917,23.78891,22.64099,21.42854,20.6065,20.23706,3177,6,59,0
1237659120932946498,213.819526572468,52.417460330393,22.85005,22.43298,21.47175,21.20019,20.70145,3177,6,59,0
1237659120932946483,213.758961746467,52.3486028670434,26.59719,21.79822,20.84194,20.63257,19.89931,3177,6,59,0
1237659120932946475,213.759819618894,52.3577062295902,25.38325,22.19707,21.29629,20.86866,20.29757,3177,6,59,0
1237659120932946461,213.759323020126,52.3799788778625,25.29958,21.86931,20.80865,20.35178,19.97193,3177,6,59,0
1237659120932946441,213.698999605119,52.3201718701809,25.30391,22.64907,21.39408,21.53034,20.88962,3177,6,59,0
1237659120932946430,213.700312212956,52.3355384331562,22.92822,21.73676,19.98487,19.50227,19.16863,3177,6,59,0
1237659120932946414,213.684868232455,52.3444099194187,22.8266,22.65673,21.49712,21.46415,21.5469,3177,6,59,0
1237659120932946388,213.699441861385,52.410916477234,23.15625,21.75821,21.19837,20.9843,20.67116,3177,6,59,0
1237659120932946346,213.686505647952,52.4507639798551,22.60789,20.67643,19.64928,19.2773,19.04513,3177,6,59,0
1237659120932946336,213.699816086773,52.481504857901,24.35433,22.50457,21.19412,20.34582,20.09891,3177,6,59,0
1237659120932946330,213.700064147785,52.4849429002179,22.2268,21.98456,21.0884,20.77741,20.79578,3177,6,59,0
1237659120933077519,214.262507677343,52.3658536333907,22.49896,21.8179,20.71114,20.29428,19.9979,3177,6,61,0
1237659120933077512,214.182104231508,52.2599294615417,25.13507,22.15103,21.02879,20.39903,19.75751,3177,6,61,0
1237659120933077507,214.203925806944,52.2940136118721,24.34371,20.54464,18.89853,18.33833,17.87443,3177,6,61,0
1237659120933077501,214.18360220924,52.2752235600432,23.02657,22.65667,21.99299,21.33206,20.87641,3177,6,61,0
1237659120933077459,214.158336750307,52.2616722850136,21.57777,21.20626,20.0145,19.59171,19.25814,3177,6,61,0
1237659120933077388,214.205887124792,52.39339258518,21.90429,21.57572,20.76869,20.50133,20.41839,3177,6,61,0
1237659120933077380,214.183238409034,52.3719333835601,22.21355,21.93756,20.4414,19.60653,19.28878,3177,6,61,7591045153345001472
1237659120933077366,214.113641642392,52.2843597170181,22.79154,21.95884,21.39572,20.8287,20.23724,3177,6,61,0
1237659120933077348,214.158713163791,52.3722291825789,23.37725,21.7018,20.38361,19.71737,19.48097,3177,6,61,0
1237659120933077339,214.158643119148,52.3857515903559,26.69231,21.79492,20.17127,19.49109,19.04128,3177,6,61,0
1237659120933077334,214.09288932673,52.2936048905673,23.96431,22.5971,21.15358,19.39598,18.5149,3177,6,61,0
1237659120933077332,214.156913191003,52.3884942215756,24.51534,22.33505,21.33123,20.5502,20.34232,3177,6,61,0
1237659120933077320,214.09256327124,52.312370147345,22.45008,22.48999,21.74889,21.30695,22.62006,3177,6,61,0
1237659120933077311,214.093197959692,52.3200786581914,24.9084,24.36601,21.67037,20.90612,21.79491,3177,6,61,0
1237659120933077288,214.092282877193,52.3377822131898,22.90398,21.94639,20.48882,19.97607,19.68071,3177,6,61,0
1237659120933077258,214.063519987045,52.3248220199953,22.79709,22.45184,21.63643,21.44348,21.0746,3177,6,61,0
1237659120933077196,214.22143928086,52.3446419974416,26.49862,22.64595,20.73099,20.12242,19.90162,3177,6,61,0
1237659120933077177,214.093427125441,52.3083325315369,25.26311,24.0953,21.9942,21.08728,21.70071,3177,6,61,0
1237659120933077176,214.09388613586,52.3067115148905,21.39732,21.46385,21.0601,20.62327,20.87679,3177,6,61,0
1237659120933077174,214.093429019781,52.3783105159692,21.7016,21.35462,20.9652,20.8119,20.91893,3177,6,61,0
1237659120933077138,214.076190069006,52.2501025479442,24.93279,22.61216,20.89793,20.27832,20.16088,3177,6,61,0
1237659120933077137,214.076948159855,52.2488929591721,20.91657,19.54843,18.8608,18.4061,18.13288,3177,6,61,0
1237659120933077091,214.136922258121,52.2304910940917,21.13719,18.87372,17.92953,17.62026,17.40942,3177,6,61,0
1237659120933208237,214.613883550843,52.2328076180273,23.23948,23.40042,21.86551,19.96396,21.64442,3177,6,63,0
1237659120933077082,214.182187250384,52.3865960560012,21.69234,19.29505,18.0542,17.49475,17.22491,3177,6,61,0
1237659120933077043,214.282937773932,52.3155651318227,18.7937,16.98566,16.28874,16.06108,15.95096,3177,6,61,0
1237659120933076999,214.135756031968,52.4176777480602,25.2146,23.15325,21.74561,21.05038,20.35787,3177,6,61,0
1237659120933012190,213.890097563059,52.2760207787281,24.07073,22.76795,21.7155,21.33907,21.13604,3177,6,60,0
1237659120933012161,213.910795995215,52.3916105522031,22.77109,22.87172,21.35031,20.86006,20.23173,3177,6,60,0
1237659120933012158,213.901617878602,52.3830020163112,26.45258,23.12232,21.54317,20.59311,20.31914,3177,6,60,0
1237659120933012103,214.113587890981,52.4108063371056,25.34276,22.82187,21.09398,20.19267,19.85311,3177,6,60,0
1237659120933012086,214.112022608928,52.4186233289132,21.22396,20.79077,20.51951,20.44234,20.86793,3177,6,60,0
1237659120933012058,214.076032467684,52.3951474528686,22.14471,22.01269,20.53125,19.99749,19.76907,3177,6,60,7591033333595002880
1237659120933012047,214.062035362922,52.3823388848196,22.43524,22.1636,21.10227,21.09702,21.36594,3177,6,60,0
1237659120933208350,214.731603328724,52.2260171054881,21.18982,20.20737,20.00463,19.92609,19.98265,3177,6,63,0
1237659120933012046,213.975706844262,52.2633652052112,26.28789,22.72305,21.66686,21.15717,20.88377,3177,6,60,0
1237659120933012028,214.077507591124,52.4256400638803,22.06813,20.75155,19.96095,19.60706,19.27824,3177,6,60,0
1237659120933012011,214.062222557578,52.4271016467914,25.37692,21.56935,20.10772,19.56403,19.13485,3177,6,60,0
1237659120933012002,214.063684335234,52.4406986730814,25.48983,22.24067,21.53774,21.31388,21.24337,3177,6,60,0
1237659120933011934,213.975398653331,52.3868020174955,22.40521,22.46787,21.7609,21.75051,20.73675,3177,6,60,0
